driver_rating,food_type,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
3.6,Veg,Fog,Plastic,4,Pimpri,69.6,1
3.6,Veg,Storm,Plastic,3,Kothrud,58.2,0
4.9,Non-Veg,Storm,Paper,3,Hadapsar,55.6,0
3.0,Veg,Clear,Foil,3,Pimpri,18.0,0
4.0,Non-Veg,Storm,Plastic,2,Wakad,11.1,0
2.3,Veg,Fog,Plastic,4,Hadapsar,86.0,1
1.2,Non-Veg,Clear,Paper,1,Wakad,72.8,1
3.1,Non-Veg,Rain,Box,1,Koregaon Park,83.7,0
4.5,Veg,Fog,Box,2,Kothrud,66.1,0
2.4,Non-Veg,Fog,Plastic,4,Hadapsar,61.6,0
3.1,Non-Veg,Storm,Plastic,5,Viman Nagar,55.4,0
2.6,Non-Veg,Clear,Box,3,Baner,30.4,1
1.7,Veg,Storm,Plastic,0,Wakad,24.6,0
4.6,Veg,Clear,Paper,1,Baner,36.1,0
4.7,Veg,Storm,Box,1,Viman Nagar,55.3,0
1.0,Veg,Storm,Paper,3,Shivaji Nagar,27.4,1
1.5,Veg,Rain,Paper,2,Swargate,34.0,0
4.9,Non-Veg,Fog,Box,4,Shivaji Nagar,47.3,1
1.2,Non-Veg,Clear,Foil,5,Kothrud,21.3,0
2.2,Non-Veg,Storm,Box,4,Swargate,65.3,1
3.5,Veg,Clear,Foil,0,Pimpri,76.6,0
2.4,Veg,Fog,Foil,4,Baner,86.8,1
1.8,Veg,Storm,Plastic,0,Shivaji Nagar,41.4,1
1.3,Non-Veg,Fog,Plastic,2,Hinjewadi,45.3,1
4.9,Veg,Storm,Foil,5,Hinjewadi,57.9,0
1.5,Non-Veg,Fog,Box,3,Koregaon Park,14.6,0
1.7,Non-Veg,Rain,Paper,1,Pimpri,70.6,0
3.3,Non-Veg,Fog,Box,4,Wakad,60.5,0
2.7,Veg,Fog,Box,0,Koregaon Park,86.6,1
1.8,Non-Veg,Clear,Plastic,3,Kothrud,74.5,0
2.8,Non-Veg,Rain,Foil,5,Hinjewadi,72.9,1
2.2,Veg,Clear,Box,3,Shivaji Nagar,10.7,1
2.2,Non-Veg,Fog,Foil,4,Viman Nagar,60.9,1
4.9,Veg,Fog,Plastic,2,Hinjewadi,77.7,0
1.9,Non-Veg,Fog,Plastic,4,Swargate,63.0,1
2.4,Non-Veg,Clear,Plastic,3,Baner,78.9,1
2.4,Non-Veg,Fog,Box,1,Pimpri,41.4,0
3.2,Veg,Storm,Foil,1,Pimpri,19.0,0
1.4,Veg,Storm,Paper,0,Swargate,60.5,0
4.0,Non-Veg,Clear,Plastic,0,Koregaon Park,32.9,0
3.8,Veg,Storm,Box,1,Viman Nagar,68.6,1
1.7,Non-Veg,Clear,Foil,2,Hadapsar,33.8,1
2.1,Non-Veg,Rain,Box,4,Wakad,57.5,1
2.5,Non-Veg,Storm,Plastic,1,Hinjewadi,40.8,0
3.3,Veg,Clear,Plastic,3,Koregaon Park,76.7,1
1.2,Non-Veg,Fog,Foil,4,Wakad,74.7,1
3.0,Non-Veg,Rain,Foil,1,Swargate,35.6,0
3.0,Veg,Fog,Foil,1,Koregaon Park,88.6,0
4.7,Veg,Storm,Foil,0,Shivaji Nagar,55.7,1
1.3,Non-Veg,Storm,Foil,0,Hadapsar,63.3,0
1.5,Non-Veg,Clear,Plastic,3,Wakad,71.0,1
3.0,Veg,Fog,Foil,2,Shivaji Nagar,43.8,0
3.7,Non-Veg,Clear,Box,2,Wakad,34.4,1
1.6,Veg,Fog,Box,1,Viman Nagar,20.1,1
4.7,Non-Veg,Fog,Box,3,Swargate,52.2,0
4.2,Non-Veg,Clear,Box,0,Baner,25.7,0
4.6,Veg,Rain,Paper,5,Viman Nagar,16.5,0
2.1,Veg,Rain,Box,1,Hinjewadi,54.0,0
4.2,Non-Veg,Storm,Foil,5,Viman Nagar,74.9,0
1.1,Non-Veg,Clear,Foil,2,Wakad,57.3,0
3.1,Veg,Fog,Plastic,1,Hinjewadi,35.5,0
2.3,Non-Veg,Rain,Box,5,Viman Nagar,12.9,1
3.2,Non-Veg,Fog,Box,2,Wakad,15.0,0
4.4,Non-Veg,Clear,Foil,5,Viman Nagar,39.8,1
5.0,Non-Veg,Storm,Plastic,5,Shivaji Nagar,27.7,0
2.9,Non-Veg,Fog,Plastic,1,Hinjewadi,20.3,0
4.2,Veg,Storm,Paper,4,Viman Nagar,35.1,1
3.9,Veg,Storm,Foil,5,Pimpri,32.0,0
3.5,Veg,Clear,Foil,5,Viman Nagar,29.7,0
4.5,Veg,Storm,Box,1,Baner,69.3,1
3.5,Non-Veg,Fog,Foil,3,Wakad,24.3,0
3.2,Veg,Storm,Plastic,0,Viman Nagar,54.6,0
4.8,Veg,Fog,Foil,2,Viman Nagar,59.4,0
2.3,Veg,Fog,Paper,0,Swargate,36.5,1
3.6,Non-Veg,Clear,Foil,1,Shivaji Nagar,74.4,1
1.8,Non-Veg,Storm,Plastic,2,Hinjewadi,30.2,1
2.3,Veg,Fog,Paper,2,Viman Nagar,51.9,1
3.5,Veg,Storm,Box,4,Koregaon Park,67.8,1
3.0,Veg,Fog,Foil,5,Pimpri,43.6,0
2.2,Non-Veg,Clear,Foil,2,Baner,24.3,1
4.9,Veg,Rain,Foil,2,Baner,31.8,0
4.6,Non-Veg,Rain,Box,0,Shivaji Nagar,39.8,0
2.1,Veg,Fog,Paper,4,Shivaji Nagar,22.6,0
2.4,Veg,Clear,Paper,5,Kothrud,25.5,1
2.6,Veg,Clear,Foil,2,Pimpri,19.4,0
2.5,Veg,Storm,Paper,2,Viman Nagar,20.6,0
1.6,Veg,Clear,Box,5,Pimpri,57.8,0
1.7,Non-Veg,Fog,Plastic,4,Koregaon Park,24.2,0
1.2,Veg,Clear,Box,0,Hadapsar,18.8,1
2.3,Non-Veg,Storm,Box,4,Baner,17.5,1
4.3,Veg,Storm,Foil,3,Viman Nagar,77.5,0
2.6,Non-Veg,Rain,Foil,3,Viman Nagar,63.2,0
3.6,Non-Veg,Storm,Plastic,5,Wakad,14.6,0
1.5,Non-Veg,Rain,Foil,4,Shivaji Nagar,32.7,0
4.2,Non-Veg,Rain,Box,5,Swargate,42.7,1
4.0,Non-Veg,Fog,Box,3,Koregaon Park,34.3,0
2.7,Non-Veg,Clear,Box,1,Viman Nagar,10.4,0
1.4,Veg,Rain,Box,5,Shivaji Nagar,89.1,1
2.2,Veg,Rain,Paper,2,Koregaon Park,40.0,0
3.4,Non-Veg,Storm,Foil,1,Koregaon Park,49.2,0
1.7,Veg,Clear,Paper,5,Hadapsar,74.9,1
3.8,Non-Veg,Storm,Paper,5,Swargate,76.0,0
1.8,Non-Veg,Clear,Paper,5,Wakad,74.2,1
1.6,Non-Veg,Rain,Box,2,Hinjewadi,57.8,1
1.9,Non-Veg,Storm,Box,2,Swargate,10.6,0
2.0,Veg,Storm,Foil,2,Hinjewadi,73.5,1
3.7,Non-Veg,Rain,Plastic,4,Kothrud,49.8,0
2.3,Veg,Storm,Plastic,1,Koregaon Park,23.4,0
4.9,Veg,Fog,Foil,1,Hadapsar,37.4,0
3.1,Non-Veg,Clear,Box,1,Wakad,36.7,0
2.4,Veg,Fog,Paper,0,Kothrud,37.5,0
4.3,Veg,Rain,Box,4,Viman Nagar,83.2,1
2.0,Veg,Fog,Plastic,1,Hinjewadi,83.0,1
4.0,Veg,Storm,Paper,0,Koregaon Park,33.0,0
1.2,Veg,Storm,Plastic,0,Koregaon Park,57.0,0
3.6,Veg,Rain,Paper,4,Pimpri,74.8,1
3.7,Veg,Rain,Box,4,Baner,20.6,0
3.5,Non-Veg,Storm,Plastic,0,Hadapsar,59.4,0
1.8,Non-Veg,Rain,Foil,0,Wakad,67.5,1
4.0,Non-Veg,Storm,Box,5,Hadapsar,77.5,1
1.8,Non-Veg,Clear,Plastic,2,Pimpri,23.8,1
4.4,Non-Veg,Rain,Box,3,Swargate,69.3,0
2.1,Non-Veg,Fog,Box,1,Hadapsar,79.6,0
1.1,Non-Veg,Rain,Box,2,Shivaji Nagar,79.1,0
4.2,Veg,Fog,Plastic,0,Pimpri,85.0,0
1.3,Non-Veg,Rain,Plastic,4,Wakad,87.7,1
1.7,Veg,Storm,Plastic,5,Hadapsar,34.4,1
2.2,Veg,Fog,Box,3,Koregaon Park,60.6,1
3.1,Non-Veg,Fog,Foil,5,Pimpri,57.3,1
2.6,Non-Veg,Storm,Plastic,3,Hinjewadi,32.7,0
4.6,Veg,Fog,Paper,5,Wakad,58.1,1
2.7,Non-Veg,Fog,Paper,4,Koregaon Park,63.5,1
2.5,Veg,Clear,Paper,5,Wakad,47.9,1
4.7,Veg,Clear,Paper,3,Shivaji Nagar,88.6,0
4.6,Veg,Clear,Box,2,Hinjewadi,80.1,0
3.0,Veg,Storm,Paper,3,Koregaon Park,75.0,0
3.5,Veg,Clear,Foil,0,Baner,46.6,1
1.7,Non-Veg,Storm,Box,4,Wakad,59.6,0
2.5,Veg,Rain,Foil,2,Hinjewadi,48.5,0
4.3,Non-Veg,Storm,Plastic,4,Kothrud,32.2,1
2.4,Veg,Clear,Paper,3,Hinjewadi,33.2,0
2.1,Non-Veg,Fog,Box,1,Shivaji Nagar,78.6,1
1.5,Veg,Storm,Paper,5,Kothrud,64.2,1
1.4,Non-Veg,Rain,Paper,5,Kothrud,11.8,1
2.6,Non-Veg,Rain,Plastic,5,Kothrud,28.9,0
2.2,Veg,Fog,Foil,0,Kothrud,17.7,0
4.5,Veg,Storm,Foil,1,Swargate,17.5,0
4.7,Non-Veg,Rain,Plastic,1,Swargate,13.8,0
3.7,Non-Veg,Rain,Paper,2,Hinjewadi,66.6,0
1.3,Veg,Rain,Paper,2,Swargate,51.8,1
2.4,Veg,Storm,Plastic,5,Kothrud,65.4,1
3.6,Veg,Rain,Foil,2,Viman Nagar,80.0,0
1.8,Non-Veg,Clear,Box,5,Shivaji Nagar,86.5,1
4.2,Veg,Fog,Plastic,1,Kothrud,72.4,0
2.4,Non-Veg,Fog,Box,2,Shivaji Nagar,56.2,0
1.8,Veg,Storm,Foil,4,Swargate,19.6,1
3.9,Veg,Clear,Paper,2,Pimpri,30.9,0
2.1,Veg,Rain,Plastic,1,Hinjewadi,65.4,1
2.8,Veg,Rain,Paper,4,Wakad,45.3,1
1.7,Non-Veg,Fog,Box,0,Hadapsar,26.0,0
2.7,Non-Veg,Storm,Plastic,5,Swargate,68.0,0
4.5,Veg,Fog,Paper,1,Hinjewadi,24.8,0
3.7,Non-Veg,Fog,Foil,4,Hinjewadi,31.1,0
3.7,Veg,Rain,Box,3,Swargate,68.2,0
4.3,Veg,Clear,Plastic,3,Wakad,10.7,0
1.1,Veg,Fog,Box,2,Swargate,21.5,0
1.1,Veg,Clear,Box,4,Baner,18.5,0
2.8,Non-Veg,Clear,Paper,0,Kothrud,62.4,0
2.6,Non-Veg,Fog,Paper,5,Swargate,23.5,0
3.6,Veg,Rain,Plastic,0,Baner,14.6,0
1.6,Veg,Storm,Foil,4,Swargate,40.2,0
3.2,Veg,Fog,Foil,5,Kothrud,68.5,1
2.4,Non-Veg,Clear,Plastic,3,Koregaon Park,27.0,1
2.6,Veg,Clear,Box,1,Baner,62.9,1
1.4,Veg,Storm,Foil,2,Hadapsar,67.8,0
4.7,Non-Veg,Storm,Plastic,5,Hinjewadi,87.6,0
2.5,Non-Veg,Storm,Box,1,Shivaji Nagar,43.0,0
3.5,Non-Veg,Fog,Foil,5,Hinjewadi,17.1,0
4.8,Veg,Storm,Paper,3,Koregaon Park,63.1,1
1.7,Veg,Clear,Box,1,Kothrud,38.6,0
3.2,Veg,Clear,Plastic,0,Koregaon Park,67.6,0
4.6,Non-Veg,Rain,Paper,4,Hinjewadi,21.0,1
2.4,Veg,Rain,Paper,0,Kothrud,37.6,1
4.9,Veg,Storm,Box,1,Koregaon Park,13.1,0
3.7,Veg,Storm,Plastic,2,Baner,74.0,0
1.2,Non-Veg,Clear,Foil,4,Viman Nagar,66.1,0
2.8,Non-Veg,Fog,Paper,5,Viman Nagar,28.0,0
4.5,Non-Veg,Fog,Plastic,3,Hinjewadi,20.9,0
3.3,Veg,Rain,Paper,5,Viman Nagar,16.1,0
4.8,Non-Veg,Fog,Paper,1,Viman Nagar,11.1,0
3.2,Veg,Fog,Plastic,5,Hinjewadi,51.0,0
2.8,Veg,Storm,Foil,3,Hinjewadi,85.6,0
2.3,Veg,Rain,Foil,4,Baner,40.5,0
2.6,Non-Veg,Storm,Plastic,2,Hadapsar,47.4,0
1.3,Veg,Rain,Plastic,3,Hinjewadi,18.2,0
1.5,Veg,Storm,Plastic,5,Baner,52.4,1
4.1,Non-Veg,Clear,Paper,0,Pimpri,61.5,0
2.0,Non-Veg,Storm,Paper,5,Viman Nagar,79.4,1
2.0,Veg,Clear,Foil,5,Hadapsar,72.1,1
3.3,Non-Veg,Fog,Plastic,3,Viman Nagar,71.9,0
4.8,Non-Veg,Storm,Plastic,3,Baner,70.0,0
3.6,Non-Veg,Rain,Box,3,Hadapsar,35.4,0
4.7,Veg,Clear,Paper,0,Pimpri,23.5,0
4.9,Veg,Clear,Foil,0,Swargate,88.9,1
2.6,Veg,Fog,Foil,4,Shivaji Nagar,44.4,0
2.1,Veg,Fog,Foil,1,Swargate,68.1,1
4.7,Non-Veg,Storm,Foil,0,Baner,78.7,0
4.4,Veg,Storm,Plastic,1,Baner,12.2,0
3.7,Veg,Fog,Paper,1,Wakad,30.7,0
3.9,Non-Veg,Clear,Box,4,Baner,31.9,0
2.0,Veg,Rain,Box,2,Koregaon Park,42.4,1
4.1,Non-Veg,Rain,Foil,1,Koregaon Park,76.8,1
1.7,Veg,Rain,Box,1,Hadapsar,13.0,0
1.0,Veg,Rain,Plastic,5,Hadapsar,47.2,1
3.2,Non-Veg,Storm,Foil,2,Hinjewadi,65.5,1
3.2,Veg,Rain,Paper,5,Pimpri,52.8,0
2.9,Non-Veg,Storm,Paper,1,Hinjewadi,21.0,0
3.9,Non-Veg,Fog,Plastic,5,Pimpri,65.3,1
1.6,Non-Veg,Storm,Plastic,1,Hinjewadi,58.4,0
2.4,Veg,Storm,Box,1,Viman Nagar,10.4,0
2.0,Non-Veg,Rain,Foil,3,Hinjewadi,56.1,1
1.6,Non-Veg,Fog,Paper,1,Pimpri,26.9,1
4.7,Non-Veg,Storm,Plastic,5,Koregaon Park,27.5,0
2.0,Non-Veg,Fog,Foil,4,Baner,38.5,0
4.5,Veg,Storm,Foil,4,Swargate,34.0,0
3.9,Non-Veg,Storm,Plastic,2,Hinjewadi,16.7,1
1.5,Veg,Rain,Box,1,Wakad,54.5,0
3.8,Veg,Clear,Paper,2,Swargate,33.7,0
4.1,Non-Veg,Storm,Plastic,2,Swargate,86.6,0
3.7,Veg,Rain,Foil,2,Pimpri,28.0,0
2.3,Veg,Rain,Plastic,1,Baner,57.4,0
2.0,Non-Veg,Fog,Box,2,Baner,72.0,0
4.8,Veg,Rain,Paper,4,Viman Nagar,23.2,0
1.4,Veg,Rain,Box,4,Hinjewadi,67.0,1
3.4,Veg,Storm,Foil,3,Viman Nagar,27.6,1
5.0,Non-Veg,Storm,Paper,3,Pimpri,15.4,0
1.3,Non-Veg,Rain,Plastic,2,Shivaji Nagar,68.7,0
2.8,Veg,Rain,Foil,0,Viman Nagar,64.3,0
4.9,Non-Veg,Fog,Plastic,4,Koregaon Park,26.8,0
2.8,Veg,Storm,Box,0,Baner,88.0,0
1.9,Veg,Rain,Foil,5,Wakad,40.9,1
2.5,Non-Veg,Storm,Plastic,2,Kothrud,14.6,0
1.9,Non-Veg,Rain,Box,2,Kothrud,73.2,0
1.6,Veg,Storm,Plastic,2,Pimpri,71.2,1
4.3,Non-Veg,Storm,Plastic,4,Viman Nagar,56.2,0
5.0,Veg,Fog,Box,3,Kothrud,83.3,0
3.8,Non-Veg,Fog,Box,4,Swargate,15.5,0
2.8,Veg,Clear,Foil,2,Hadapsar,87.6,0
2.2,Non-Veg,Clear,Paper,4,Shivaji Nagar,34.3,0
2.2,Non-Veg,Storm,Foil,4,Swargate,32.9,1
4.0,Veg,Clear,Box,1,Shivaji Nagar,40.4,0
3.1,Non-Veg,Storm,Foil,1,Hadapsar,69.5,0
2.3,Veg,Storm,Paper,1,Kothrud,78.9,1
1.3,Veg,Fog,Box,1,Kothrud,13.2,1
3.2,Non-Veg,Fog,Plastic,5,Hinjewadi,79.0,1
1.8,Non-Veg,Storm,Box,4,Kothrud,75.5,1
1.2,Veg,Storm,Paper,1,Hadapsar,14.9,0
5.0,Veg,Clear,Foil,4,Swargate,45.4,0
1.1,Non-Veg,Storm,Paper,3,Koregaon Park,71.6,1
5.0,Veg,Rain,Paper,0,Swargate,71.3,0
1.4,Non-Veg,Storm,Paper,3,Wakad,58.6,1
2.3,Veg,Fog,Paper,0,Kothrud,75.6,1
3.5,Veg,Fog,Paper,1,Hadapsar,42.5,0
2.5,Non-Veg,Storm,Foil,5,Hinjewadi,23.6,0
2.4,Non-Veg,Rain,Foil,1,Viman Nagar,62.8,0
1.2,Veg,Rain,Plastic,4,Wakad,51.4,1
1.8,Veg,Clear,Paper,1,Hadapsar,81.3,1
1.9,Veg,Rain,Foil,0,Hadapsar,73.4,1
3.5,Non-Veg,Storm,Plastic,3,Viman Nagar,75.5,1
4.7,Non-Veg,Storm,Plastic,1,Koregaon Park,75.8,1
4.2,Non-Veg,Rain,Plastic,5,Viman Nagar,22.7,0
1.9,Veg,Fog,Foil,5,Hadapsar,51.9,0
1.4,Veg,Fog,Paper,3,Swargate,30.7,0
2.9,Veg,Fog,Paper,1,Viman Nagar,13.4,0
3.0,Veg,Fog,Plastic,1,Hadapsar,35.7,0
1.6,Veg,Rain,Plastic,0,Shivaji Nagar,74.5,1
2.1,Veg,Rain,Paper,0,Hinjewadi,88.9,0
4.1,Non-Veg,Fog,Plastic,2,Viman Nagar,85.5,1
1.8,Veg,Storm,Box,1,Shivaji Nagar,61.8,1
1.3,Veg,Storm,Foil,5,Shivaji Nagar,77.8,1
4.4,Non-Veg,Fog,Box,4,Koregaon Park,15.1,1
3.8,Non-Veg,Fog,Paper,0,Koregaon Park,18.3,0
3.3,Non-Veg,Storm,Foil,5,Hadapsar,50.4,0
3.3,Veg,Clear,Plastic,2,Baner,57.5,0
1.0,Veg,Clear,Foil,4,Baner,40.3,0
1.4,Non-Veg,Clear,Foil,5,Baner,20.9,1
2.1,Veg,Rain,Paper,2,Hadapsar,50.7,1
1.6,Veg,Storm,Paper,1,Hinjewadi,54.7,1
1.4,Non-Veg,Fog,Foil,5,Hinjewadi,37.0,1
1.6,Non-Veg,Storm,Foil,0,Hinjewadi,65.6,1
1.6,Veg,Rain,Box,1,Koregaon Park,43.6,1
3.1,Non-Veg,Storm,Paper,0,Swargate,81.8,0
2.2,Non-Veg,Storm,Paper,4,Baner,67.0,1
3.1,Veg,Storm,Box,4,Viman Nagar,11.7,1
1.3,Veg,Fog,Foil,3,Viman Nagar,56.5,1
3.3,Veg,Clear,Plastic,5,Kothrud,86.4,1
4.2,Veg,Storm,Plastic,3,Baner,83.2,0
3.8,Veg,Clear,Box,1,Hadapsar,88.6,1
3.3,Veg,Storm,Paper,1,Hinjewadi,34.7,0
1.5,Veg,Storm,Foil,5,Shivaji Nagar,59.9,1
4.6,Veg,Rain,Plastic,4,Hadapsar,37.5,1
4.5,Non-Veg,Storm,Paper,5,Baner,59.0,0
2.3,Veg,Fog,Paper,2,Wakad,85.7,1
3.4,Veg,Clear,Plastic,5,Kothrud,61.7,1
1.3,Non-Veg,Storm,Foil,1,Kothrud,47.2,0
1.3,Veg,Rain,Plastic,5,Baner,39.0,1
4.0,Veg,Rain,Foil,5,Baner,56.3,0
4.6,Veg,Clear,Foil,4,Hinjewadi,60.0,1
2.1,Non-Veg,Clear,Plastic,0,Hinjewadi,51.8,1
1.6,Non-Veg,Fog,Paper,1,Baner,55.5,1
1.9,Non-Veg,Fog,Box,4,Pimpri,64.0,1
3.7,Non-Veg,Rain,Plastic,2,Koregaon Park,37.0,0
2.1,Veg,Fog,Paper,5,Hinjewadi,81.7,0
5.0,Veg,Storm,Foil,5,Koregaon Park,24.8,1
3.1,Veg,Rain,Plastic,0,Koregaon Park,36.0,0
1.9,Veg,Storm,Box,1,Hadapsar,72.2,1
2.1,Veg,Rain,Paper,2,Baner,63.0,1
1.7,Non-Veg,Fog,Paper,4,Baner,12.4,0
1.2,Non-Veg,Storm,Plastic,2,Baner,30.2,1
3.3,Veg,Fog,Box,0,Pimpri,21.3,0
1.5,Veg,Rain,Box,3,Hinjewadi,36.7,0
2.7,Non-Veg,Fog,Plastic,5,Pimpri,80.0,1
3.8,Veg,Clear,Plastic,1,Viman Nagar,33.2,0
3.1,Veg,Clear,Box,4,Baner,57.8,0
1.9,Veg,Storm,Foil,1,Shivaji Nagar,72.2,0
4.5,Veg,Rain,Plastic,1,Hadapsar,49.8,0
1.0,Veg,Rain,Foil,0,Koregaon Park,46.5,0
1.9,Veg,Clear,Paper,4,Kothrud,51.7,1
3.7,Veg,Storm,Plastic,0,Shivaji Nagar,33.1,0
3.0,Non-Veg,Fog,Box,0,Hinjewadi,19.6,0
2.6,Veg,Fog,Plastic,0,Baner,77.5,1
2.3,Non-Veg,Fog,Foil,5,Shivaji Nagar,52.9,1
1.6,Veg,Fog,Foil,5,Baner,63.5,1
2.7,Veg,Fog,Plastic,3,Baner,36.1,0
3.4,Non-Veg,Fog,Plastic,1,Viman Nagar,74.2,0
3.1,Veg,Storm,Plastic,4,Hinjewadi,14.0,0
2.8,Non-Veg,Fog,Foil,1,Pimpri,63.8,0
3.0,Veg,Rain,Paper,1,Hadapsar,43.9,0
3.2,Veg,Clear,Box,4,Koregaon Park,61.7,1
4.7,Veg,Rain,Foil,3,Hadapsar,77.4,0
4.3,Veg,Rain,Foil,0,Viman Nagar,20.9,0
3.5,Non-Veg,Clear,Box,5,Shivaji Nagar,40.5,0
2.1,Veg,Storm,Foil,4,Koregaon Park,36.9,1
2.1,Veg,Clear,Plastic,2,Wakad,80.0,1
1.3,Non-Veg,Fog,Plastic,2,Wakad,43.3,1
4.7,Non-Veg,Clear,Box,0,Shivaji Nagar,66.5,0
2.3,Non-Veg,Clear,Paper,1,Wakad,83.3,0
3.3,Non-Veg,Fog,Foil,3,Viman Nagar,56.1,0
4.1,Veg,Clear,Foil,2,Viman Nagar,88.1,1
3.9,Non-Veg,Fog,Paper,2,Swargate,35.1,0
2.9,Non-Veg,Fog,Paper,4,Hinjewadi,42.5,1
4.7,Veg,Storm,Plastic,5,Hinjewadi,16.7,1
4.3,Non-Veg,Fog,Foil,5,Pimpri,88.9,1
1.5,Veg,Rain,Box,0,Baner,65.0,0
4.3,Veg,Rain,Plastic,5,Swargate,13.8,1
3.5,Non-Veg,Clear,Foil,1,Hinjewadi,21.5,0
1.5,Non-Veg,Storm,Foil,5,Viman Nagar,60.1,1
2.8,Veg,Fog,Box,0,Kothrud,72.5,1
1.8,Non-Veg,Storm,Plastic,4,Shivaji Nagar,45.3,1
4.0,Non-Veg,Storm,Box,3,Baner,62.9,0
4.6,Veg,Storm,Paper,2,Wakad,35.7,0
3.2,Veg,Fog,Paper,3,Kothrud,89.4,1
1.3,Non-Veg,Fog,Plastic,5,Viman Nagar,19.9,1
1.6,Veg,Storm,Paper,4,Shivaji Nagar,53.2,1
2.0,Veg,Rain,Plastic,4,Hadapsar,10.7,1
1.5,Veg,Rain,Plastic,5,Baner,53.0,1
1.1,Non-Veg,Storm,Foil,5,Hinjewadi,18.6,0
3.9,Veg,Rain,Foil,1,Hinjewadi,23.6,0
2.0,Veg,Rain,Foil,5,Pimpri,65.9,1
2.0,Non-Veg,Storm,Box,5,Wakad,13.8,0
3.7,Veg,Clear,Paper,2,Kothrud,32.4,0
1.1,Non-Veg,Clear,Paper,4,Kothrud,15.4,1
4.3,Veg,Clear,Box,2,Wakad,84.3,1
4.6,Veg,Fog,Plastic,1,Hinjewadi,22.7,0
2.4,Veg,Fog,Box,4,Pimpri,35.4,1
1.4,Veg,Clear,Plastic,4,Wakad,30.0,0
1.3,Veg,Clear,Plastic,4,Swargate,40.6,1
5.0,Veg,Storm,Box,0,Kothrud,59.9,0
4.0,Non-Veg,Fog,Foil,3,Hinjewadi,15.5,0
4.0,Veg,Clear,Foil,2,Viman Nagar,82.0,0
2.8,Veg,Clear,Box,3,Hadapsar,78.0,1
2.3,Non-Veg,Fog,Box,4,Koregaon Park,21.5,1
3.4,Veg,Fog,Foil,5,Pimpri,26.5,1
3.3,Non-Veg,Fog,Foil,2,Pimpri,81.1,0
3.7,Non-Veg,Fog,Plastic,2,Pimpri,69.7,0
2.5,Non-Veg,Storm,Box,0,Shivaji Nagar,26.3,0
2.8,Non-Veg,Clear,Paper,2,Hadapsar,51.3,0
1.7,Non-Veg,Storm,Box,5,Wakad,74.7,1
1.1,Non-Veg,Fog,Box,4,Shivaji Nagar,55.3,1
1.7,Non-Veg,Storm,Foil,5,Hadapsar,79.2,1
2.2,Non-Veg,Clear,Box,4,Koregaon Park,80.9,1
4.6,Non-Veg,Clear,Paper,2,Viman Nagar,14.1,0
3.9,Veg,Clear,Paper,4,Viman Nagar,31.3,0
5.0,Non-Veg,Fog,Box,0,Viman Nagar,59.9,0
3.1,Veg,Clear,Plastic,4,Hadapsar,43.7,1
1.1,Veg,Fog,Paper,3,Shivaji Nagar,74.5,1
2.8,Non-Veg,Fog,Foil,5,Pimpri,30.6,0
2.1,Veg,Fog,Paper,0,Wakad,65.0,1
2.6,Veg,Rain,Foil,4,Shivaji Nagar,53.4,0
3.1,Non-Veg,Rain,Foil,3,Shivaji Nagar,14.9,0
4.8,Veg,Clear,Plastic,0,Hinjewadi,56.3,0
1.2,Non-Veg,Fog,Foil,3,Baner,21.5,1
4.2,Veg,Storm,Foil,3,Baner,78.6,1
3.7,Veg,Clear,Paper,0,Kothrud,60.5,0
2.8,Non-Veg,Storm,Foil,0,Pimpri,24.3,0
1.9,Veg,Storm,Foil,4,Baner,27.9,0
3.1,Non-Veg,Fog,Foil,5,Pimpri,34.9,0
2.9,Veg,Clear,Plastic,1,Kothrud,51.4,1
2.4,Veg,Fog,Foil,4,Kothrud,61.6,0
1.1,Non-Veg,Storm,Plastic,3,Viman Nagar,22.6,0
1.5,Non-Veg,Clear,Box,5,Wakad,68.6,1
2.8,Veg,Rain,Paper,4,Hinjewadi,79.6,0
3.7,Veg,Storm,Paper,2,Hadapsar,54.8,0
2.4,Veg,Storm,Paper,2,Shivaji Nagar,66.9,0
3.5,Non-Veg,Fog,Plastic,1,Pimpri,52.6,0
2.1,Non-Veg,Clear,Box,4,Pimpri,31.4,1
2.8,Veg,Storm,Plastic,5,Pimpri,82.8,0
4.3,Veg,Storm,Foil,2,Viman Nagar,80.0,1
4.2,Veg,Clear,Paper,0,Swargate,33.5,0
1.0,Veg,Fog,Plastic,2,Hinjewadi,17.2,0
4.0,Non-Veg,Rain,Foil,3,Viman Nagar,63.0,1
2.5,Veg,Clear,Box,3,Shivaji Nagar,19.7,0
4.9,Veg,Clear,Box,0,Hadapsar,72.1,0
3.7,Veg,Rain,Foil,4,Hadapsar,87.2,1
2.6,Non-Veg,Fog,Foil,2,Hinjewadi,81.0,0
4.4,Veg,Fog,Plastic,0,Hinjewadi,81.6,1
2.2,Veg,Rain,Paper,1,Shivaji Nagar,50.7,0
3.0,Veg,Fog,Foil,3,Kothrud,19.3,0
4.3,Veg,Rain,Foil,2,Viman Nagar,22.7,0
2.1,Non-Veg,Storm,Box,0,Hinjewadi,61.2,0
1.2,Veg,Fog,Box,1,Viman Nagar,54.4,1
1.1,Veg,Rain,Foil,5,Baner,51.9,1
3.9,Non-Veg,Clear,Box,5,Viman Nagar,23.5,0
2.5,Non-Veg,Storm,Foil,5,Baner,68.2,0
