food_type,weather_condition,packaging_type,city,distance_km,delivery_duration,rating,delay_flag,delivery_speed,complaint
Dessert,Clear,Plastic,Hadapsar,8.24,47.38,2.2,0,10.43,0
Indian,Clear,Plastic,Wakad,8.35,50.2,3.5,1,9.98,0
Dessert,Clear,Bag,Shivaji Nagar,2.68,40.14,4.3,0,4.01,0
Chinese,Cloudy,Box,Viman Nagar,4.29,30.99,1.5,1,8.31,1
Indian,Clear,Plastic,Pimpri,11.97,41.46,4.7,0,17.32,0
Fast Food,Cloudy,Bag,Baner,1.51,14.63,1.1,0,6.19,0
Fast Food,Clear,Plastic,Hadapsar,7.85,47.89,1.4,1,9.84,1
Chinese,Cloudy,Bag,Viman Nagar,8.43,37.04,4.4,0,13.66,0
Fast Food,Clear,Box,Pimpri,10.64,57.84,3.0,1,11.04,0
Dessert,Clear,Bag,Shivaji Nagar,1.52,41.87,4.8,0,2.18,0
Dessert,Clear,Bag,Baner,9.2,17.58,2.8,0,31.4,0
Chinese,Clear,Eco,Wakad,1.04,33.88,4.7,0,1.84,0
Fast Food,Clear,Plastic,Wakad,4.71,12.89,2.0,0,21.92,0
Fast Food,Cloudy,Bag,Pimpri,8.0,47.27,3.5,0,10.15,0
Chinese,Clear,Plastic,Koregaon Park,13.76,35.09,5.0,0,23.53,0
Indian,Clear,Bag,Hinjewadi,2.77,28.48,2.5,0,5.84,0
Fast Food,Cloudy,Eco,Kothrud,3.37,58.43,1.0,1,3.46,1
Indian,Clear,Eco,Viman Nagar,10.37,57.03,1.3,0,10.91,0
Fast Food,Stormy,Box,Hinjewadi,6.25,57.64,4.4,1,6.51,1
Fast Food,Stormy,Bag,Baner,9.73,21.05,3.0,1,27.73,1
Fast Food,Clear,Eco,Hadapsar,14.96,46.43,3.1,1,19.33,0
Fast Food,Clear,Plastic,Wakad,14.82,57.27,4.2,0,15.53,0
Dessert,Clear,Bag,Wakad,5.95,38.54,4.2,1,9.26,0
Indian,Cloudy,Bag,Pimpri,8.05,20.71,2.9,0,23.32,0
Indian,Rainy,Box,Baner,13.67,50.89,4.4,0,16.12,0
Fast Food,Rainy,Plastic,Hadapsar,2.29,54.0,2.9,1,2.54,1
Fast Food,Cloudy,Box,Hadapsar,7.33,45.16,3.7,0,9.74,0
Indian,Clear,Bag,Kothrud,6.29,24.68,1.1,0,15.29,0
Dessert,Cloudy,Box,Baner,5.13,19.53,1.6,0,15.76,0
Chinese,Cloudy,Bag,Shivaji Nagar,14.92,41.21,4.4,0,21.72,0
Chinese,Rainy,Bag,Pimpri,11.27,34.14,2.3,0,19.81,0
Indian,Cloudy,Box,Viman Nagar,6.44,43.44,2.3,1,8.9,1
Fast Food,Cloudy,Box,Hadapsar,12.61,15.58,3.7,0,48.56,0
Fast Food,Clear,Bag,Baner,7.86,16.8,3.4,0,28.07,0
Dessert,Clear,Box,Koregaon Park,13.22,28.14,1.3,0,28.19,0
Chinese,Clear,Box,Baner,4.73,22.94,4.1,0,12.37,0
Dessert,Clear,Bag,Koregaon Park,4.13,40.97,3.5,0,6.05,0
Chinese,Stormy,Plastic,Wakad,4.46,28.38,4.4,0,9.43,0
Indian,Clear,Box,Wakad,8.54,44.2,3.1,0,11.59,0
Chinese,Rainy,Box,Shivaji Nagar,5.08,48.44,2.7,0,6.29,0
Dessert,Rainy,Eco,Hinjewadi,3.06,19.36,2.5,0,9.48,0
Dessert,Clear,Plastic,Viman Nagar,14.92,55.99,1.0,0,15.99,0
Dessert,Stormy,Box,Shivaji Nagar,13.61,49.36,1.2,1,16.54,1
Indian,Cloudy,Bag,Pimpri,9.89,41.34,1.5,0,14.35,0
Chinese,Rainy,Eco,Wakad,13.48,55.45,4.7,0,14.59,0
Chinese,Clear,Eco,Pimpri,14.1,23.29,4.5,1,36.32,0
Dessert,Clear,Eco,Shivaji Nagar,10.47,31.09,3.0,0,20.21,0
Chinese,Clear,Box,Viman Nagar,8.26,14.29,1.7,1,34.68,0
Fast Food,Clear,Bag,Koregaon Park,13.35,32.81,1.6,0,24.41,0
Fast Food,Rainy,Eco,Shivaji Nagar,8.95,35.32,2.0,0,15.2,0
Fast Food,Stormy,Plastic,Wakad,2.78,40.8,4.6,0,4.09,0
Chinese,Rainy,Eco,Viman Nagar,6.14,13.2,3.1,0,27.91,0
Indian,Cloudy,Eco,Hadapsar,7.24,11.62,4.2,0,37.38,0
Indian,Rainy,Plastic,Kothrud,14.1,30.99,3.0,0,27.3,0
Indian,Clear,Eco,Kothrud,10.23,19.46,3.4,0,31.54,0
Indian,Cloudy,Eco,Shivaji Nagar,13.25,47.94,3.4,0,16.58,0
Fast Food,Clear,Plastic,Pimpri,11.61,43.44,1.1,0,16.04,0
Fast Food,Cloudy,Box,Kothrud,5.34,26.29,2.8,1,12.19,1
Dessert,Clear,Plastic,Baner,11.06,12.29,4.5,1,54.0,0
Chinese,Clear,Box,Viman Nagar,3.73,19.12,3.0,0,11.71,0
Chinese,Cloudy,Box,Kothrud,6.71,44.58,2.7,0,9.03,0
Indian,Rainy,Box,Baner,12.29,59.51,3.1,1,12.39,1
Fast Food,Cloudy,Plastic,Koregaon Park,9.57,26.32,2.5,1,21.82,0
Indian,Stormy,Plastic,Pimpri,12.56,50.1,3.1,0,15.04,0
Dessert,Clear,Box,Hadapsar,4.57,53.35,1.5,0,5.14,0
Chinese,Rainy,Plastic,Hadapsar,11.5,12.41,4.9,0,55.6,0
Chinese,Clear,Box,Viman Nagar,3.83,55.81,1.1,0,4.12,0
Indian,Rainy,Plastic,Baner,8.63,33.31,2.9,1,15.54,1
Dessert,Cloudy,Bag,Hinjewadi,7.07,58.21,1.8,0,7.29,0
Chinese,Clear,Plastic,Hadapsar,8.79,36.93,1.2,0,14.28,0
Dessert,Rainy,Plastic,Hadapsar,2.9,21.76,3.6,1,8.0,1
Dessert,Cloudy,Plastic,Koregaon Park,6.06,58.73,4.9,0,6.19,0
Indian,Clear,Box,Hadapsar,10.34,22.17,4.0,0,27.98,0
Fast Food,Cloudy,Box,Hadapsar,8.82,54.12,2.0,1,9.78,1
Indian,Rainy,Bag,Kothrud,8.69,18.66,3.0,1,27.94,1
Fast Food,Stormy,Bag,Hadapsar,8.15,43.74,1.2,0,11.18,0
Dessert,Clear,Eco,Koregaon Park,14.21,30.56,3.1,0,27.9,0
Fast Food,Clear,Bag,Pimpri,14.08,58.6,1.4,0,14.42,0
Dessert,Rainy,Box,Shivaji Nagar,6.04,19.24,4.2,1,18.84,1
Chinese,Clear,Bag,Hadapsar,5.93,30.44,1.2,1,11.69,1
Chinese,Stormy,Bag,Viman Nagar,8.77,41.99,1.0,0,12.53,0
Chinese,Clear,Plastic,Hinjewadi,2.34,58.88,4.4,0,2.38,0
Indian,Cloudy,Bag,Kothrud,5.24,25.19,4.8,0,12.48,0
Indian,Rainy,Eco,Wakad,4.23,29.84,1.3,0,8.51,0
Dessert,Clear,Plastic,Koregaon Park,4.13,33.09,2.1,0,7.49,0
Chinese,Clear,Box,Viman Nagar,9.94,22.64,4.0,0,26.34,0
Indian,Rainy,Eco,Shivaji Nagar,6.38,50.87,3.2,0,7.53,0
Chinese,Rainy,Box,Wakad,3.4,14.6,4.8,1,13.97,1
Indian,Clear,Eco,Pimpri,13.43,45.24,2.6,0,17.81,0
Fast Food,Stormy,Plastic,Viman Nagar,13.24,36.7,1.0,0,21.65,0
Fast Food,Clear,Eco,Pimpri,13.07,22.1,1.1,0,35.48,0
Chinese,Clear,Eco,Viman Nagar,6.47,34.64,3.3,0,11.21,0
Dessert,Rainy,Bag,Kothrud,1.8,51.5,4.0,0,2.1,0
Indian,Clear,Box,Pimpri,2.49,32.27,4.2,1,4.63,0
Indian,Stormy,Plastic,Kothrud,4.86,16.09,4.6,1,18.12,1
Fast Food,Clear,Eco,Hinjewadi,4.08,12.04,1.9,1,20.33,0
Fast Food,Clear,Box,Wakad,13.24,48.89,4.0,0,16.25,0
Dessert,Clear,Box,Hinjewadi,14.81,26.52,4.3,0,33.51,0
Dessert,Rainy,Bag,Pimpri,12.43,56.56,4.3,1,13.19,1
Dessert,Rainy,Box,Koregaon Park,11.22,40.86,2.6,0,16.48,0
Chinese,Rainy,Plastic,Hinjewadi,9.24,31.81,3.5,1,17.43,1
Fast Food,Clear,Bag,Koregaon Park,11.78,38.22,3.2,1,18.49,0
Chinese,Clear,Eco,Koregaon Park,14.26,32.86,3.4,0,26.04,0
Fast Food,Cloudy,Plastic,Pimpri,9.42,55.29,2.1,0,10.22,0
Fast Food,Clear,Plastic,Shivaji Nagar,3.16,32.9,3.7,0,5.76,0
Indian,Cloudy,Plastic,Hadapsar,3.29,15.2,3.8,0,12.99,0
Fast Food,Clear,Bag,Hinjewadi,9.17,39.85,1.8,1,13.81,1
Fast Food,Cloudy,Box,Baner,5.67,41.15,2.8,0,8.27,0
Chinese,Clear,Plastic,Hinjewadi,13.74,48.27,2.7,0,17.08,0
Fast Food,Rainy,Box,Shivaji Nagar,9.56,56.66,4.0,1,10.12,1
Chinese,Clear,Box,Wakad,10.47,32.15,3.7,0,19.54,0
Dessert,Clear,Plastic,Shivaji Nagar,1.08,27.6,2.9,1,2.35,1
Fast Food,Clear,Box,Hadapsar,7.98,34.54,3.6,0,13.86,0
Fast Food,Clear,Bag,Pimpri,7.04,55.01,2.1,1,7.68,1
Chinese,Clear,Bag,Shivaji Nagar,10.88,59.0,1.9,0,11.06,0
Dessert,Rainy,Eco,Hinjewadi,6.36,58.56,2.0,0,6.52,0
Indian,Rainy,Box,Wakad,14.67,21.48,1.1,0,40.98,0
Dessert,Cloudy,Box,Shivaji Nagar,10.38,34.84,3.8,0,17.88,0
Chinese,Rainy,Eco,Baner,10.24,22.97,4.9,0,26.75,0
Dessert,Rainy,Bag,Wakad,13.87,28.4,2.2,0,29.3,0
Chinese,Clear,Eco,Koregaon Park,14.93,11.58,4.7,1,77.36,0
Chinese,Clear,Eco,Pimpri,3.77,18.03,3.4,1,12.55,0
Indian,Clear,Eco,Viman Nagar,12.35,29.85,1.9,1,24.82,0
Fast Food,Cloudy,Box,Kothrud,3.27,28.24,1.0,1,6.95,1
Chinese,Clear,Box,Pimpri,7.4,23.94,3.9,0,18.55,0
Chinese,Clear,Box,Hadapsar,2.4,21.52,3.8,0,6.69,0
Indian,Rainy,Box,Pimpri,9.73,47.45,1.9,0,12.3,0
Chinese,Clear,Plastic,Hinjewadi,7.56,24.73,2.3,0,18.34,0
Fast Food,Cloudy,Eco,Pimpri,9.8,45.33,4.6,1,12.97,0
Indian,Cloudy,Eco,Pimpri,10.49,28.43,1.6,1,22.14,0
Fast Food,Clear,Box,Kothrud,9.67,50.1,4.3,1,11.58,0
Fast Food,Clear,Bag,Viman Nagar,5.12,18.36,1.7,1,16.73,0
Indian,Clear,Plastic,Wakad,12.72,17.88,2.9,0,42.68,0
Chinese,Rainy,Plastic,Kothrud,8.72,43.98,3.0,1,11.9,1
Fast Food,Clear,Bag,Hinjewadi,7.86,55.75,2.9,0,8.46,0
Fast Food,Cloudy,Box,Hinjewadi,14.82,17.15,2.2,1,51.85,0
Fast Food,Rainy,Plastic,Hadapsar,4.97,13.69,2.0,0,21.78,0
Fast Food,Clear,Plastic,Koregaon Park,8.39,56.73,3.9,0,8.87,0
Indian,Clear,Eco,Wakad,10.55,15.87,2.1,0,39.89,0
Indian,Cloudy,Eco,Hinjewadi,2.75,22.52,3.4,0,7.33,0
Dessert,Clear,Box,Kothrud,5.96,56.47,4.4,0,6.33,0
Dessert,Cloudy,Box,Hinjewadi,12.22,50.15,4.3,0,14.62,0
Fast Food,Clear,Eco,Pimpri,4.31,27.14,1.7,1,9.53,1
Chinese,Rainy,Eco,Koregaon Park,7.91,57.73,3.6,1,8.22,1
Fast Food,Cloudy,Eco,Hinjewadi,9.83,38.4,3.4,0,15.36,0
Chinese,Cloudy,Bag,Pimpri,10.4,13.61,2.1,1,45.85,0
Fast Food,Clear,Plastic,Hadapsar,11.2,45.15,2.6,1,14.88,1
Dessert,Clear,Box,Hinjewadi,13.12,36.86,2.1,0,21.36,0
Dessert,Cloudy,Box,Koregaon Park,6.5,38.63,3.1,0,10.1,0
Chinese,Clear,Bag,Kothrud,10.89,59.71,4.2,1,10.94,0
Fast Food,Clear,Eco,Hadapsar,11.25,17.63,4.5,1,38.29,0
Chinese,Stormy,Plastic,Shivaji Nagar,5.2,42.84,3.9,0,7.28,0
Dessert,Clear,Eco,Wakad,14.55,32.94,2.9,0,26.5,0
Fast Food,Clear,Box,Pimpri,13.11,23.59,4.8,1,33.34,0
Fast Food,Clear,Bag,Hadapsar,5.06,44.68,3.3,0,6.79,0
Chinese,Rainy,Plastic,Koregaon Park,10.45,43.41,2.9,0,14.44,0
Indian,Rainy,Plastic,Hadapsar,11.05,52.82,4.4,0,12.55,0
Chinese,Clear,Plastic,Wakad,7.04,53.94,1.7,0,7.83,0
Dessert,Clear,Plastic,Shivaji Nagar,13.09,38.09,1.6,0,20.62,0
Dessert,Clear,Bag,Pimpri,10.66,26.28,4.1,0,24.34,0
Dessert,Rainy,Box,Koregaon Park,10.21,36.48,4.5,1,16.79,1
Dessert,Clear,Plastic,Wakad,4.09,27.96,1.3,0,8.78,0
Dessert,Stormy,Plastic,Pimpri,6.71,23.87,4.1,0,16.87,0
Indian,Clear,Box,Kothrud,7.07,37.58,2.7,1,11.29,1
Fast Food,Stormy,Eco,Pimpri,11.27,42.9,3.8,1,15.76,1
Chinese,Clear,Plastic,Wakad,9.66,39.53,1.5,1,14.66,1
Chinese,Cloudy,Plastic,Baner,2.2,57.72,4.9,0,2.29,0
Dessert,Clear,Eco,Baner,5.31,24.93,4.5,0,12.78,0
Chinese,Clear,Box,Hadapsar,7.62,28.62,2.6,0,15.97,0
Dessert,Cloudy,Box,Hinjewadi,11.31,43.38,4.6,1,15.64,0
Indian,Cloudy,Plastic,Kothrud,11.41,40.02,4.6,0,17.11,0
Indian,Clear,Box,Pimpri,7.87,10.09,2.8,0,46.8,0
Fast Food,Cloudy,Eco,Wakad,2.64,25.61,4.8,0,6.19,0
Indian,Rainy,Bag,Viman Nagar,5.1,22.69,4.9,0,13.49,0
Indian,Cloudy,Eco,Kothrud,4.57,52.0,1.9,1,5.27,1
Fast Food,Clear,Eco,Baner,11.93,53.31,1.3,0,13.43,0
Chinese,Rainy,Bag,Shivaji Nagar,3.52,24.19,2.3,0,8.73,0
Dessert,Clear,Eco,Viman Nagar,7.51,15.1,3.0,1,29.84,0
Dessert,Clear,Plastic,Hinjewadi,10.39,20.26,1.4,0,30.77,0
Chinese,Cloudy,Plastic,Pimpri,14.51,18.83,1.6,0,46.23,0
Fast Food,Clear,Box,Viman Nagar,14.99,21.87,4.9,1,41.12,0
Chinese,Clear,Box,Wakad,14.34,21.73,3.9,0,39.6,0
Indian,Rainy,Eco,Koregaon Park,11.06,33.99,4.5,1,19.52,1
Fast Food,Rainy,Plastic,Koregaon Park,11.45,25.98,4.9,0,26.44,0
Fast Food,Clear,Plastic,Hadapsar,11.63,37.99,2.5,0,18.37,0
Fast Food,Clear,Bag,Viman Nagar,13.08,27.21,3.8,0,28.84,0
Dessert,Stormy,Box,Baner,14.32,50.73,1.7,1,16.94,1
Chinese,Clear,Plastic,Hadapsar,7.24,57.54,3.2,0,7.55,0
Fast Food,Rainy,Eco,Koregaon Park,6.83,30.2,1.8,0,13.57,0
Fast Food,Cloudy,Plastic,Hinjewadi,7.45,12.47,1.6,0,35.85,0
Fast Food,Clear,Box,Viman Nagar,10.24,21.98,1.4,0,27.95,0
Chinese,Stormy,Eco,Hinjewadi,11.86,15.09,3.3,0,47.16,0
Dessert,Cloudy,Box,Hinjewadi,13.19,27.24,4.8,0,29.05,0
Indian,Clear,Plastic,Viman Nagar,7.39,42.26,1.5,0,10.49,0
Dessert,Rainy,Plastic,Baner,6.09,35.95,3.0,0,10.16,0
Fast Food,Rainy,Plastic,Viman Nagar,14.77,22.14,3.7,0,40.03,0
Dessert,Rainy,Box,Baner,4.25,48.36,3.0,1,5.27,1
Dessert,Cloudy,Eco,Pimpri,4.11,16.57,4.6,0,14.88,0
Indian,Clear,Plastic,Koregaon Park,11.02,21.41,1.7,0,30.88,0
Chinese,Clear,Plastic,Wakad,3.52,43.8,1.1,1,4.82,1
Chinese,Clear,Plastic,Viman Nagar,6.59,19.86,2.5,1,19.91,0
Dessert,Clear,Bag,Hadapsar,5.09,43.94,3.2,0,6.95,0
Dessert,Clear,Bag,Viman Nagar,3.36,58.85,2.0,0,3.43,0
Chinese,Cloudy,Eco,Hadapsar,9.12,51.57,1.7,0,10.61,0
Chinese,Rainy,Box,Kothrud,6.23,18.0,4.2,0,20.77,0
Indian,Rainy,Plastic,Hadapsar,7.47,36.02,1.8,0,12.44,0
Fast Food,Rainy,Plastic,Hadapsar,3.74,31.12,2.8,0,7.21,0
Dessert,Cloudy,Box,Baner,11.75,59.58,4.8,1,11.83,0
Chinese,Clear,Box,Shivaji Nagar,5.41,58.22,3.5,0,5.58,0
Dessert,Cloudy,Eco,Hadapsar,5.8,16.36,3.0,0,21.27,0
Dessert,Clear,Box,Wakad,4.53,55.44,2.4,1,4.9,1
Chinese,Stormy,Plastic,Baner,7.08,19.67,3.1,0,21.6,0
Indian,Rainy,Eco,Baner,7.49,25.97,3.9,0,17.3,0
Dessert,Clear,Bag,Baner,8.42,27.67,4.3,0,18.26,0
Indian,Rainy,Eco,Shivaji Nagar,14.55,24.34,3.6,0,35.87,0
Chinese,Rainy,Eco,Hinjewadi,13.67,52.66,4.2,0,15.58,0
Fast Food,Clear,Eco,Viman Nagar,9.53,26.5,1.4,0,21.58,0
Fast Food,Rainy,Box,Kothrud,1.54,50.84,1.1,0,1.82,0
Dessert,Clear,Plastic,Kothrud,9.57,59.72,3.9,1,9.61,0
Chinese,Clear,Box,Viman Nagar,2.26,52.04,2.0,0,2.61,0
Indian,Stormy,Plastic,Baner,10.94,27.31,4.5,1,24.04,1
Dessert,Rainy,Box,Pimpri,6.46,45.56,3.1,0,8.51,0
Chinese,Cloudy,Eco,Viman Nagar,12.73,36.7,2.9,0,20.81,0
Chinese,Rainy,Plastic,Hinjewadi,14.2,49.33,4.1,0,17.27,0
Indian,Clear,Box,Hinjewadi,6.84,17.65,4.0,1,23.25,0
Dessert,Rainy,Eco,Hadapsar,7.45,41.91,3.8,0,10.67,0
Chinese,Rainy,Bag,Hadapsar,9.26,48.68,3.8,1,11.41,1
Chinese,Stormy,Box,Hadapsar,3.76,48.06,3.1,0,4.69,0
Chinese,Clear,Box,Hadapsar,13.98,58.18,4.7,1,14.42,0
Indian,Cloudy,Bag,Pimpri,7.06,12.92,4.6,0,32.79,0
Dessert,Stormy,Box,Pimpri,3.34,27.29,2.3,0,7.34,0
Dessert,Rainy,Bag,Shivaji Nagar,11.68,33.83,4.2,1,20.72,1
Dessert,Stormy,Plastic,Kothrud,4.07,25.49,4.6,0,9.58,0
Dessert,Clear,Bag,Pimpri,3.01,25.49,3.5,1,7.09,0
Fast Food,Stormy,Eco,Koregaon Park,8.88,18.81,3.2,0,28.33,0
Fast Food,Cloudy,Bag,Hinjewadi,10.4,50.65,3.7,1,12.32,0
Dessert,Clear,Plastic,Hinjewadi,8.97,55.4,1.7,0,9.71,0
Indian,Stormy,Bag,Hadapsar,10.19,14.12,1.3,0,43.3,0
Fast Food,Clear,Bag,Pimpri,2.62,17.74,4.3,0,8.86,0
Chinese,Clear,Plastic,Baner,7.66,21.42,3.3,1,21.46,0
Fast Food,Rainy,Box,Shivaji Nagar,6.0,35.45,1.5,0,10.16,0
Chinese,Clear,Box,Koregaon Park,14.63,49.56,2.7,0,17.71,0
Dessert,Clear,Eco,Koregaon Park,1.69,13.57,2.2,0,7.47,0
Fast Food,Cloudy,Eco,Kothrud,5.18,41.84,4.5,1,7.43,0
Indian,Clear,Bag,Hadapsar,14.19,17.47,3.0,0,48.73,0
Fast Food,Clear,Box,Koregaon Park,14.77,58.57,3.3,0,15.13,0
Fast Food,Clear,Box,Wakad,12.55,54.94,1.9,0,13.71,0
Fast Food,Clear,Bag,Wakad,2.06,57.48,4.2,0,2.15,0
Dessert,Cloudy,Plastic,Viman Nagar,8.86,15.31,4.7,1,34.72,0
Indian,Cloudy,Box,Koregaon Park,6.6,34.4,4.2,0,11.51,0
Fast Food,Stormy,Eco,Pimpri,12.29,18.26,3.0,1,40.38,1
Indian,Rainy,Bag,Baner,1.77,40.02,4.3,0,2.65,0
Dessert,Clear,Plastic,Kothrud,3.76,21.64,1.8,1,10.43,1
Chinese,Stormy,Eco,Hadapsar,7.85,48.53,1.5,0,9.71,0
Fast Food,Cloudy,Box,Viman Nagar,3.21,42.2,2.8,0,4.56,0
Indian,Rainy,Plastic,Hinjewadi,10.7,38.58,1.7,0,16.64,0
Indian,Rainy,Eco,Wakad,12.49,51.26,2.0,1,14.62,1
Dessert,Stormy,Bag,Pimpri,10.86,35.01,3.3,1,18.61,1
Fast Food,Cloudy,Plastic,Viman Nagar,7.16,23.49,2.6,0,18.29,0
Chinese,Clear,Plastic,Hadapsar,13.3,41.04,4.5,1,19.44,0
Indian,Cloudy,Bag,Baner,2.93,57.85,1.9,0,3.04,0
Fast Food,Clear,Box,Pimpri,4.64,40.06,5.0,0,6.95,0
Chinese,Clear,Box,Hadapsar,7.85,41.48,2.4,0,11.35,0
Indian,Clear,Plastic,Shivaji Nagar,1.86,56.74,3.1,0,1.97,0
Indian,Clear,Plastic,Hadapsar,2.34,35.76,1.5,0,3.93,0
Chinese,Clear,Plastic,Hadapsar,6.56,59.82,3.3,0,6.58,0
Chinese,Clear,Eco,Baner,14.21,17.98,4.8,0,47.42,0
Dessert,Rainy,Plastic,Koregaon Park,13.72,36.85,4.0,1,22.34,1
Fast Food,Cloudy,Box,Shivaji Nagar,7.52,20.65,2.0,0,21.85,0
Fast Food,Stormy,Bag,Kothrud,2.99,32.67,2.8,0,5.49,0
Dessert,Clear,Bag,Viman Nagar,3.49,18.53,2.7,0,11.3,0
Indian,Rainy,Bag,Hinjewadi,6.29,21.13,1.4,0,17.86,0
Chinese,Stormy,Plastic,Kothrud,3.94,20.54,4.5,0,11.51,0
Chinese,Clear,Plastic,Kothrud,2.16,26.0,2.5,0,4.98,0
Chinese,Cloudy,Bag,Kothrud,10.43,16.73,3.0,0,37.41,0
Indian,Cloudy,Eco,Kothrud,9.14,50.47,2.2,0,10.87,0
Chinese,Clear,Eco,Baner,5.08,21.03,1.6,0,14.49,0
Chinese,Cloudy,Eco,Koregaon Park,11.91,30.83,4.6,0,23.18,0
Dessert,Cloudy,Eco,Baner,11.86,10.8,1.1,1,65.89,0
Indian,Clear,Box,Viman Nagar,7.87,15.24,2.6,0,30.98,0
Fast Food,Clear,Bag,Shivaji Nagar,2.35,54.81,3.9,0,2.57,0
Dessert,Clear,Box,Hinjewadi,13.86,51.86,2.2,1,16.04,0
Dessert,Clear,Plastic,Baner,10.36,52.05,2.8,0,11.94,0
Fast Food,Rainy,Eco,Viman Nagar,4.46,30.57,3.3,1,8.75,1
Dessert,Rainy,Eco,Shivaji Nagar,9.55,17.08,5.0,0,33.55,0
Indian,Clear,Bag,Viman Nagar,6.67,15.39,4.0,1,26.0,0
Chinese,Stormy,Eco,Koregaon Park,9.89,40.28,4.9,0,14.73,0
Indian,Clear,Bag,Viman Nagar,7.63,51.41,3.8,0,8.9,0
Fast Food,Clear,Plastic,Pimpri,7.8,55.01,2.1,0,8.51,0
Fast Food,Clear,Eco,Viman Nagar,11.3,24.44,2.1,0,27.74,0
Dessert,Rainy,Eco,Baner,9.59,26.05,4.3,0,22.09,0
Indian,Clear,Box,Viman Nagar,2.12,15.04,2.7,0,8.46,0
Indian,Clear,Bag,Baner,1.92,48.72,2.5,0,2.36,0
Fast Food,Clear,Bag,Shivaji Nagar,5.27,23.78,4.8,0,13.3,0
Indian,Cloudy,Eco,Pimpri,7.02,34.05,1.1,0,12.37,0
Fast Food,Stormy,Box,Shivaji Nagar,4.85,56.44,3.1,0,5.16,0
Indian,Clear,Eco,Viman Nagar,10.12,47.61,4.1,0,12.75,0
Indian,Clear,Bag,Kothrud,3.73,12.64,3.9,1,17.71,0
Indian,Rainy,Bag,Hinjewadi,10.86,10.41,2.5,0,62.59,0
Fast Food,Cloudy,Eco,Wakad,11.82,49.37,3.1,0,14.36,0
Dessert,Clear,Plastic,Kothrud,2.74,37.63,1.0,0,4.37,0
Indian,Stormy,Eco,Pimpri,10.11,46.02,3.1,0,13.18,0
Fast Food,Rainy,Box,Shivaji Nagar,14.46,17.84,3.4,0,48.63,0
Fast Food,Clear,Bag,Pimpri,3.7,53.6,4.5,0,4.14,0
Indian,Rainy,Bag,Koregaon Park,13.73,48.67,1.8,1,16.93,1
Indian,Stormy,Eco,Shivaji Nagar,9.48,54.54,4.3,1,10.43,1
Dessert,Cloudy,Plastic,Viman Nagar,9.27,27.05,3.9,0,20.56,0
Fast Food,Clear,Bag,Shivaji Nagar,1.73,23.79,3.7,0,4.36,0
Fast Food,Clear,Eco,Kothrud,11.48,17.59,2.6,1,39.16,0
Chinese,Clear,Plastic,Hinjewadi,7.7,56.5,2.5,1,8.18,1
Fast Food,Clear,Eco,Viman Nagar,11.1,18.84,3.8,0,35.35,0
Dessert,Cloudy,Eco,Kothrud,12.33,15.97,5.0,0,46.32,0
Chinese,Cloudy,Eco,Hadapsar,8.33,19.63,2.6,0,25.46,0
Chinese,Cloudy,Bag,Viman Nagar,4.69,48.57,4.7,0,5.79,0
Chinese,Stormy,Plastic,Viman Nagar,2.98,54.48,3.3,0,3.28,0
Indian,Clear,Box,Kothrud,3.25,50.55,4.5,0,3.86,0
Indian,Cloudy,Box,Koregaon Park,13.14,38.16,1.9,0,20.66,0
Fast Food,Cloudy,Bag,Shivaji Nagar,2.73,59.69,4.0,0,2.74,0
Chinese,Clear,Bag,Hadapsar,6.39,13.44,4.3,0,28.53,0
Dessert,Cloudy,Eco,Pimpri,5.68,53.36,4.3,1,6.39,0
Indian,Clear,Eco,Viman Nagar,13.12,31.39,4.1,1,25.08,0
Dessert,Cloudy,Plastic,Shivaji Nagar,7.69,32.76,2.2,0,14.08,0
Dessert,Rainy,Eco,Wakad,14.95,16.38,3.1,0,54.76,0
Indian,Clear,Plastic,Wakad,11.32,11.67,2.2,0,58.2,0
Indian,Rainy,Eco,Pimpri,12.91,25.83,2.4,0,29.99,0
Indian,Rainy,Eco,Baner,2.38,18.74,2.2,0,7.62,0
Indian,Clear,Box,Hadapsar,4.54,34.17,2.1,1,7.97,1
Chinese,Clear,Bag,Wakad,2.9,17.37,3.8,0,10.02,0
Chinese,Clear,Plastic,Hinjewadi,7.49,16.9,3.6,0,26.59,0
Chinese,Rainy,Box,Pimpri,11.06,53.85,1.8,1,12.32,1
Chinese,Cloudy,Eco,Kothrud,3.37,56.06,3.8,0,3.61,0
Fast Food,Stormy,Box,Kothrud,2.82,58.21,2.2,1,2.91,1
Chinese,Rainy,Plastic,Hinjewadi,9.6,44.03,1.8,0,13.08,0
Indian,Cloudy,Bag,Hadapsar,4.22,48.55,4.0,1,5.22,0
Dessert,Clear,Box,Wakad,7.71,51.79,2.5,0,8.93,0
Chinese,Cloudy,Plastic,Baner,1.72,42.95,3.3,1,2.4,0
Fast Food,Clear,Eco,Hadapsar,10.53,26.51,1.8,0,23.83,0
Indian,Clear,Box,Koregaon Park,8.58,17.82,3.5,0,28.89,0
Dessert,Rainy,Bag,Hadapsar,10.06,21.86,1.8,1,27.61,1
Dessert,Clear,Plastic,Kothrud,4.86,52.02,1.7,0,5.61,0
Chinese,Cloudy,Bag,Wakad,4.9,44.8,2.5,0,6.56,0
Dessert,Cloudy,Eco,Pimpri,12.22,32.79,4.2,0,22.36,0
Chinese,Clear,Bag,Wakad,11.06,11.47,1.7,0,57.86,0
