driver_rating,food_type,distance_km,weather_condition,packaging_type,customer_past_complaints,city,delivery_duration,complaint
2.7,Biryani,16.19,Fog,Foil,4,Shivaji Nagar,42.5,1
4.7,Pizza,7.65,Fog,Paper,4,Hadapsar,29.0,0
3.6,Indian,14.04,Fog,Foil,0,Wakad,25.5,0
1.3,South Indian,17.96,Storm,Paper,3,Baner,17.6,0
1.4,South Indian,7.75,Clear,Plastic,4,Wakad,30.0,0
2.1,Biryani,2.42,Storm,Box,4,Koregaon Park,83.9,1
2.0,Indian,3.59,Fog,Plastic,0,Swargate,69.6,1
4.1,Burger,1.97,Storm,Paper,2,Kothrud,46.3,0
1.7,South Indian,8.05,Clear,Foil,1,Hadapsar,78.9,1
4.3,Burger,1.56,Rain,Plastic,2,Hinjewadi,72.2,0
1.4,Biryani,14.42,Rain,Box,0,Hinjewadi,22.6,0
3.1,South Indian,2.22,Clear,Paper,3,Swargate,43.9,0
4.0,Biryani,14.05,Clear,Plastic,1,Shivaji Nagar,77.2,1
4.2,Indian,17.78,Rain,Paper,1,Swargate,48.3,0
2.1,South Indian,3.48,Fog,Paper,4,Koregaon Park,30.5,0
3.9,Biryani,4.32,Rain,Box,1,Koregaon Park,75.0,0
1.7,Pizza,2.17,Rain,Paper,2,Hadapsar,59.7,0
4.4,Indian,10.05,Clear,Paper,3,Koregaon Park,39.1,0
1.6,Chinese,8.44,Clear,Box,5,Wakad,87.9,1
3.0,South Indian,0.76,Clear,Foil,2,Viman Nagar,23.5,0
2.3,Biryani,7.49,Clear,Plastic,0,Pimpri,84.0,1
1.0,South Indian,13.13,Rain,Plastic,4,Koregaon Park,81.7,1
2.6,Biryani,17.68,Storm,Plastic,5,Hadapsar,81.2,1
1.0,Pizza,14.65,Rain,Box,5,Kothrud,48.4,0
1.4,Chinese,1.34,Clear,Box,5,Shivaji Nagar,69.7,1
4.8,Chinese,2.35,Fog,Paper,1,Viman Nagar,11.1,0
1.8,Chinese,5.64,Rain,Foil,3,Hadapsar,87.3,0
1.5,Pizza,8.23,Clear,Plastic,3,Hadapsar,12.6,1
1.2,Pizza,5.08,Rain,Paper,2,Wakad,13.9,1
3.9,Biryani,8.06,Fog,Plastic,2,Baner,88.1,0
3.2,Chinese,6.03,Clear,Foil,2,Baner,64.3,0
1.1,South Indian,4.61,Fog,Box,2,Swargate,21.5,0
4.8,Pizza,13.42,Clear,Box,4,Hadapsar,56.1,0
4.2,Pizza,17.07,Rain,Box,4,Pimpri,22.3,1
4.8,South Indian,6.49,Storm,Foil,5,Baner,45.5,0
3.4,Pizza,0.82,Storm,Box,0,Pimpri,89.1,0
2.2,Pizza,9.35,Storm,Foil,5,Wakad,35.5,1
1.2,Chinese,1.53,Storm,Plastic,5,Baner,16.4,1
3.2,Biryani,17.97,Fog,Box,1,Kothrud,16.8,0
4.8,Chinese,9.91,Clear,Box,3,Shivaji Nagar,59.8,1
4.4,Pizza,11.09,Rain,Plastic,0,Koregaon Park,77.4,0
4.7,Indian,3.66,Fog,Box,5,Pimpri,43.3,0
3.0,Pizza,6.2,Rain,Box,2,Viman Nagar,67.4,0
1.2,Indian,9.04,Clear,Foil,4,Pimpri,26.9,0
3.0,Indian,7.81,Clear,Foil,3,Shivaji Nagar,16.1,0
1.0,Pizza,5.3,Clear,Foil,4,Baner,40.3,0
2.3,Pizza,8.14,Clear,Box,5,Viman Nagar,52.6,0
1.5,Burger,15.06,Fog,Foil,2,Hinjewadi,31.5,0
2.7,South Indian,19.65,Fog,Paper,0,Baner,64.7,0
2.9,Biryani,15.68,Storm,Box,3,Shivaji Nagar,65.2,0
2.4,South Indian,12.37,Rain,Foil,1,Baner,54.8,0
1.5,South Indian,4.55,Rain,Paper,2,Swargate,34.0,0
2.8,South Indian,18.82,Fog,Foil,4,Wakad,46.0,1
1.7,Burger,1.94,Fog,Foil,3,Swargate,73.8,1
3.0,Chinese,7.51,Rain,Paper,5,Wakad,51.5,0
1.1,Indian,1.47,Storm,Box,3,Viman Nagar,43.9,1
3.0,Indian,19.0,Fog,Foil,2,Koregaon Park,59.1,0
3.2,Indian,5.99,Clear,Paper,5,Koregaon Park,88.1,1
4.7,South Indian,0.8,Storm,Paper,5,Viman Nagar,58.7,1
4.1,Biryani,2.39,Storm,Box,1,Hinjewadi,77.0,0
2.8,Biryani,13.22,Fog,Box,3,Pimpri,67.4,1
1.2,Indian,11.1,Rain,Box,5,Wakad,82.5,1
4.9,Burger,16.07,Storm,Plastic,1,Koregaon Park,89.5,1
3.4,Chinese,17.32,Rain,Paper,1,Shivaji Nagar,51.2,0
2.2,Biryani,10.69,Fog,Box,0,Pimpri,53.7,0
2.9,South Indian,11.16,Clear,Foil,5,Koregaon Park,70.0,0
3.6,South Indian,0.5,Storm,Paper,3,Wakad,16.7,0
4.6,South Indian,9.51,Clear,Box,4,Pimpri,14.4,0
1.2,Burger,17.93,Fog,Foil,4,Hadapsar,74.2,1
3.8,Burger,1.72,Rain,Plastic,3,Wakad,71.6,0
2.7,Chinese,17.54,Clear,Box,1,Viman Nagar,10.4,0
3.7,Chinese,14.4,Fog,Box,1,Baner,26.2,0
1.3,Biryani,15.32,Clear,Plastic,5,Hadapsar,73.1,1
3.2,Chinese,3.18,Storm,Box,0,Shivaji Nagar,53.5,1
1.1,Chinese,11.58,Clear,Foil,5,Koregaon Park,84.2,1
3.0,Burger,16.35,Clear,Plastic,3,Hadapsar,15.4,0
3.6,Chinese,8.32,Storm,Box,0,Koregaon Park,13.8,0
3.2,Chinese,9.23,Rain,Box,3,Viman Nagar,23.8,0
3.7,Biryani,10.54,Fog,Foil,1,Kothrud,42.3,0
2.0,Burger,1.1,Fog,Foil,1,Koregaon Park,20.2,0
4.5,Indian,14.18,Fog,Plastic,2,Koregaon Park,81.9,0
3.9,Chinese,15.25,Fog,Box,4,Wakad,36.8,0
1.5,Burger,11.65,Clear,Foil,3,Viman Nagar,80.7,1
4.9,Pizza,17.96,Clear,Plastic,5,Wakad,76.2,0
4.8,Indian,9.81,Storm,Paper,5,Viman Nagar,77.1,0
1.9,South Indian,14.66,Rain,Plastic,1,Hinjewadi,69.7,0
2.3,Indian,12.08,Fog,Plastic,0,Koregaon Park,73.5,1
1.7,Biryani,8.25,Rain,Paper,1,Koregaon Park,88.6,0
3.7,Pizza,6.32,Storm,Paper,3,Hadapsar,41.9,0
1.9,Biryani,18.15,Clear,Paper,2,Hinjewadi,80.1,1
2.0,Indian,4.25,Rain,Foil,2,Hadapsar,55.4,1
1.2,Indian,1.98,Rain,Paper,2,Pimpri,14.7,0
4.0,South Indian,12.19,Storm,Box,1,Pimpri,44.8,0
2.1,Pizza,13.5,Clear,Plastic,2,Wakad,80.0,1
1.9,Pizza,17.88,Fog,Foil,2,Swargate,49.4,0
4.2,Indian,5.95,Clear,Box,3,Wakad,37.6,0
4.7,Indian,16.98,Storm,Foil,3,Shivaji Nagar,54.9,0
2.6,Burger,19.72,Rain,Plastic,4,Swargate,22.0,0
1.3,Burger,14.6,Clear,Box,3,Wakad,57.3,1
1.8,South Indian,18.3,Rain,Paper,0,Kothrud,12.0,0
2.9,Pizza,15.55,Rain,Plastic,0,Hinjewadi,79.2,0
3.8,South Indian,10.68,Storm,Box,0,Kothrud,71.4,0
1.4,Pizza,18.06,Clear,Plastic,5,Shivaji Nagar,26.1,0
3.1,Burger,13.24,Storm,Box,0,Hadapsar,16.1,0
1.5,Biryani,5.41,Clear,Plastic,1,Shivaji Nagar,84.6,0
2.1,Chinese,3.16,Fog,Box,3,Shivaji Nagar,61.4,0
4.9,Burger,14.76,Fog,Foil,0,Shivaji Nagar,16.7,0
3.4,Biryani,13.74,Storm,Paper,1,Kothrud,29.1,0
2.6,South Indian,2.7,Rain,Paper,4,Pimpri,83.1,0
3.9,Indian,0.78,Storm,Paper,2,Hadapsar,18.9,0
3.7,Pizza,7.44,Clear,Foil,3,Koregaon Park,16.3,0
1.6,Chinese,6.63,Fog,Box,0,Shivaji Nagar,32.0,0
4.3,Biryani,18.05,Clear,Paper,4,Koregaon Park,46.1,0
2.0,South Indian,2.89,Clear,Box,2,Baner,86.5,1
2.1,Burger,16.53,Rain,Plastic,5,Viman Nagar,25.7,0
2.7,Burger,2.61,Storm,Paper,0,Baner,78.7,0
2.7,Chinese,10.08,Fog,Plastic,2,Koregaon Park,77.7,1
1.1,Biryani,8.44,Rain,Paper,0,Shivaji Nagar,56.3,1
1.4,South Indian,10.2,Rain,Plastic,2,Hadapsar,17.7,0
1.9,Burger,19.45,Fog,Foil,5,Wakad,21.0,1
3.8,South Indian,14.93,Storm,Box,0,Baner,38.8,0
1.9,South Indian,7.83,Storm,Box,1,Hadapsar,72.2,1
3.7,South Indian,5.02,Storm,Box,0,Shivaji Nagar,36.8,1
2.5,Indian,2.28,Clear,Plastic,1,Hinjewadi,61.6,0
2.0,Indian,11.17,Storm,Box,4,Koregaon Park,79.3,0
1.3,Indian,17.61,Fog,Plastic,3,Wakad,79.9,1
1.7,Biryani,6.0,Clear,Plastic,1,Pimpri,46.2,1
3.1,Burger,10.07,Rain,Foil,5,Hinjewadi,77.4,1
3.1,Burger,14.02,Rain,Foil,5,Viman Nagar,84.8,0
3.1,Burger,6.07,Clear,Plastic,4,Kothrud,65.2,1
3.4,Indian,14.49,Storm,Box,3,Koregaon Park,62.2,0
3.5,South Indian,16.49,Fog,Plastic,5,Swargate,24.1,0
2.1,Indian,5.98,Rain,Plastic,1,Kothrud,26.6,1
2.8,South Indian,2.48,Clear,Plastic,5,Koregaon Park,55.4,0
1.1,South Indian,8.88,Rain,Paper,1,Shivaji Nagar,24.1,0
3.7,Burger,14.36,Clear,Foil,2,Hadapsar,78.9,0
1.8,South Indian,16.83,Storm,Paper,5,Baner,16.8,0
4.4,Chinese,15.33,Storm,Foil,5,Pimpri,29.9,1
3.4,Biryani,11.57,Clear,Paper,0,Swargate,70.1,1
2.9,Biryani,1.14,Rain,Plastic,3,Kothrud,14.0,0
3.9,Indian,9.92,Clear,Foil,3,Swargate,66.6,0
3.3,Indian,11.06,Rain,Box,2,Viman Nagar,22.6,0
2.1,Biryani,12.11,Fog,Box,1,Hadapsar,79.6,0
4.7,Biryani,8.31,Clear,Plastic,2,Swargate,82.5,0
4.1,Indian,14.85,Storm,Foil,0,Hadapsar,77.0,0
1.6,Biryani,18.2,Clear,Plastic,0,Shivaji Nagar,17.9,0
2.0,Pizza,14.91,Fog,Plastic,1,Hinjewadi,83.0,1
3.7,Pizza,19.99,Storm,Box,2,Koregaon Park,36.4,0
1.4,Chinese,13.96,Rain,Box,2,Kothrud,10.5,0
1.2,Burger,0.91,Storm,Paper,3,Kothrud,30.0,0
4.7,Pizza,8.7,Rain,Box,1,Wakad,13.5,0
4.8,Biryani,3.03,Storm,Plastic,2,Pimpri,52.7,0
2.8,Burger,13.14,Fog,Foil,5,Koregaon Park,14.9,1
3.3,Biryani,19.49,Fog,Foil,4,Hadapsar,70.1,1
2.2,Pizza,10.51,Rain,Box,2,Kothrud,62.6,0
2.7,Burger,10.39,Storm,Paper,5,Kothrud,85.9,0
1.8,Pizza,2.41,Rain,Plastic,3,Hinjewadi,36.0,0
2.8,Burger,5.35,Clear,Paper,5,Pimpri,52.4,0
4.9,Chinese,19.34,Storm,Plastic,4,Shivaji Nagar,61.5,0
2.6,Pizza,4.08,Storm,Box,1,Hadapsar,20.8,0
2.3,Indian,6.78,Rain,Box,1,Koregaon Park,25.1,1
1.4,Burger,14.92,Fog,Paper,3,Viman Nagar,37.3,0
4.6,South Indian,18.2,Fog,Box,5,Hadapsar,58.0,0
4.2,Indian,18.33,Rain,Paper,1,Hinjewadi,86.9,1
1.5,Pizza,11.98,Rain,Paper,1,Pimpri,17.5,0
5.0,Biryani,17.44,Storm,Plastic,1,Kothrud,57.2,0
2.1,Pizza,4.69,Fog,Plastic,3,Pimpri,82.8,1
1.5,Burger,5.45,Clear,Box,4,Hinjewadi,59.0,1
2.8,Indian,18.61,Fog,Paper,2,Pimpri,24.0,0
2.4,South Indian,13.85,Fog,Plastic,5,Hadapsar,53.6,1
2.6,Biryani,1.73,Rain,Box,2,Wakad,75.1,1
5.0,Burger,18.66,Clear,Foil,5,Koregaon Park,21.4,0
3.4,Burger,9.34,Fog,Plastic,1,Viman Nagar,74.2,0
2.0,South Indian,3.57,Rain,Plastic,4,Koregaon Park,73.5,1
2.7,Biryani,16.12,Rain,Plastic,5,Viman Nagar,62.7,1
3.2,Burger,13.83,Fog,Paper,1,Pimpri,48.6,0
4.4,Chinese,13.1,Rain,Box,3,Hinjewadi,16.8,0
3.0,Burger,12.23,Rain,Plastic,0,Hadapsar,16.2,0
2.7,Chinese,11.48,Rain,Plastic,5,Kothrud,22.3,1
4.0,Chinese,19.57,Clear,Box,2,Shivaji Nagar,27.8,0
3.0,Indian,10.8,Storm,Box,2,Swargate,86.4,0
4.8,Indian,2.8,Storm,Box,4,Kothrud,21.7,0
3.2,Burger,4.19,Fog,Plastic,5,Hinjewadi,79.0,1
2.7,Pizza,6.6,Rain,Paper,3,Kothrud,51.2,0
4.7,South Indian,19.17,Storm,Box,1,Kothrud,76.8,1
1.8,Indian,7.31,Rain,Box,5,Baner,73.6,1
3.5,Chinese,2.28,Storm,Plastic,1,Pimpri,64.9,0
4.1,Biryani,10.18,Rain,Foil,4,Kothrud,65.0,1
2.2,Chinese,16.7,Clear,Plastic,0,Viman Nagar,10.2,1
4.9,Biryani,19.06,Rain,Box,0,Shivaji Nagar,48.4,0
1.9,Indian,10.86,Clear,Box,5,Hadapsar,51.2,1
4.5,Chinese,3.44,Storm,Box,5,Wakad,88.6,1
4.5,South Indian,12.79,Rain,Plastic,2,Hadapsar,55.5,0
3.3,Burger,6.08,Rain,Foil,1,Hadapsar,83.9,0
2.6,Indian,17.91,Fog,Paper,3,Pimpri,89.6,0
4.2,South Indian,3.54,Clear,Plastic,4,Shivaji Nagar,23.3,0
3.3,Biryani,5.67,Rain,Paper,4,Pimpri,80.8,0
1.7,South Indian,17.12,Storm,Foil,2,Kothrud,21.2,1
4.5,South Indian,19.35,Storm,Paper,4,Hadapsar,35.3,0
3.4,Indian,6.55,Fog,Foil,3,Viman Nagar,19.9,1
4.2,South Indian,19.4,Fog,Plastic,2,Shivaji Nagar,74.9,0
3.7,South Indian,2.32,Fog,Box,4,Shivaji Nagar,38.8,0
2.1,Biryani,3.03,Storm,Paper,1,Hinjewadi,39.9,1
1.5,Biryani,4.62,Clear,Plastic,5,Hinjewadi,64.4,1
2.1,Chinese,10.76,Clear,Foil,4,Viman Nagar,47.1,1
4.5,Biryani,10.94,Storm,Plastic,2,Koregaon Park,54.8,0
4.9,Burger,7.55,Clear,Paper,0,Wakad,74.6,0
2.5,Burger,14.25,Fog,Paper,3,Hinjewadi,65.5,0
3.4,Biryani,9.62,Fog,Box,3,Shivaji Nagar,34.6,0
1.8,Burger,1.7,Rain,Box,5,Baner,68.6,1
1.8,Chinese,11.89,Clear,Paper,4,Shivaji Nagar,25.4,0
4.5,Biryani,15.28,Rain,Paper,5,Hinjewadi,42.8,0
2.4,Indian,14.37,Clear,Paper,5,Kothrud,25.5,1
3.5,Burger,8.04,Clear,Box,0,Wakad,33.3,0
2.0,Indian,13.73,Fog,Plastic,4,Hinjewadi,13.1,1
4.3,Indian,15.76,Rain,Box,2,Swargate,40.6,0
3.5,Chinese,13.52,Clear,Paper,3,Hadapsar,41.8,0
4.5,Chinese,4.7,Rain,Box,5,Shivaji Nagar,60.5,1
2.6,Burger,17.89,Storm,Plastic,1,Wakad,61.5,0
2.1,Indian,16.75,Fog,Paper,0,Shivaji Nagar,51.9,0
1.1,Chinese,10.91,Storm,Box,4,Baner,46.6,1
2.5,South Indian,10.0,Storm,Box,0,Swargate,43.1,0
4.6,Indian,12.64,Rain,Foil,5,Wakad,17.1,0
3.6,Biryani,14.71,Fog,Foil,4,Hinjewadi,66.3,1
4.0,Biryani,12.74,Fog,Paper,5,Viman Nagar,50.5,0
3.1,Burger,14.02,Rain,Foil,5,Viman Nagar,84.8,0
1.1,Indian,6.21,Rain,Foil,4,Viman Nagar,43.8,1
3.7,Indian,2.21,Fog,Foil,5,Baner,29.9,0
2.4,South Indian,8.51,Rain,Foil,2,Baner,81.7,1
4.1,South Indian,18.16,Storm,Box,2,Wakad,54.1,0
4.6,Burger,7.12,Clear,Paper,4,Shivaji Nagar,18.9,1
1.3,Indian,14.99,Fog,Box,2,Hinjewadi,50.9,0
2.7,Burger,4.48,Storm,Box,3,Hinjewadi,10.9,0
2.3,Pizza,7.79,Clear,Foil,1,Wakad,72.6,1
1.5,Burger,15.68,Clear,Paper,5,Koregaon Park,74.9,1
2.2,Chinese,0.6,Clear,Paper,2,Baner,19.9,1
2.4,Burger,10.28,Storm,Plastic,1,Wakad,86.3,1
2.0,Chinese,4.87,Fog,Plastic,5,Wakad,52.2,0
4.5,Indian,16.75,Clear,Box,4,Swargate,26.8,1
4.4,Chinese,8.09,Rain,Plastic,0,Baner,36.6,1
1.9,Burger,18.33,Rain,Box,3,Swargate,89.8,1
5.0,Pizza,15.63,Rain,Foil,3,Baner,18.7,0
1.7,Pizza,13.54,Storm,Plastic,4,Hinjewadi,18.7,0
3.4,Burger,17.97,Clear,Plastic,3,Wakad,77.1,0
2.5,Pizza,15.74,Clear,Box,1,Kothrud,65.6,0
4.0,Biryani,15.91,Fog,Paper,0,Swargate,32.2,0
2.7,Chinese,5.83,Fog,Box,3,Wakad,31.4,0
1.7,Biryani,11.88,Clear,Paper,1,Shivaji Nagar,76.0,1
4.0,Indian,7.62,Clear,Foil,2,Viman Nagar,80.8,0
1.4,Biryani,14.09,Rain,Foil,1,Kothrud,15.4,1
3.3,Biryani,6.71,Clear,Foil,5,Shivaji Nagar,41.5,0
2.9,South Indian,19.43,Rain,Box,5,Hadapsar,32.0,0
2.4,Burger,10.04,Clear,Box,1,Swargate,12.1,0
1.1,Indian,16.95,Rain,Paper,5,Kothrud,45.5,0
1.9,South Indian,13.96,Clear,Box,2,Kothrud,15.4,1
4.6,South Indian,1.73,Storm,Plastic,1,Shivaji Nagar,53.6,0
3.7,Pizza,19.21,Fog,Foil,2,Wakad,66.6,0
4.2,Indian,5.51,Fog,Box,3,Shivaji Nagar,53.7,0
1.2,South Indian,19.39,Storm,Foil,1,Koregaon Park,55.2,0
3.3,Biryani,13.49,Storm,Box,1,Viman Nagar,55.7,0
3.1,Biryani,13.28,Rain,Paper,1,Swargate,30.7,1
3.8,Burger,13.97,Fog,Paper,0,Viman Nagar,14.6,0
2.7,Pizza,8.31,Rain,Paper,4,Kothrud,47.4,0
2.1,Chinese,13.2,Rain,Paper,0,Viman Nagar,21.8,0
4.3,South Indian,3.93,Storm,Foil,2,Koregaon Park,81.0,0
4.4,Chinese,0.94,Storm,Paper,5,Hinjewadi,71.8,1
1.7,Pizza,7.13,Rain,Box,5,Koregaon Park,32.6,1
1.2,South Indian,15.15,Fog,Box,3,Koregaon Park,84.8,1
1.9,Indian,13.92,Rain,Plastic,4,Viman Nagar,25.2,0
4.8,Chinese,8.73,Fog,Paper,0,Koregaon Park,54.7,0
2.6,Chinese,16.7,Clear,Foil,3,Pimpri,43.1,0
1.5,Indian,13.86,Storm,Plastic,3,Kothrud,12.1,0
2.5,Burger,7.28,Storm,Paper,5,Pimpri,47.1,0
3.5,Biryani,18.11,Storm,Paper,3,Baner,75.2,1
1.4,Biryani,13.09,Rain,Box,3,Swargate,80.2,0
3.4,Chinese,11.13,Clear,Box,5,Baner,26.6,1
3.9,Chinese,11.02,Clear,Box,4,Wakad,71.1,1
4.7,Pizza,19.94,Rain,Plastic,4,Hadapsar,42.4,1
2.4,South Indian,11.44,Clear,Plastic,5,Shivaji Nagar,73.0,1
1.4,South Indian,8.82,Clear,Paper,1,Swargate,54.5,1
3.8,Pizza,1.81,Storm,Paper,5,Viman Nagar,86.0,0
2.4,Chinese,9.53,Storm,Foil,1,Pimpri,51.7,1
1.7,South Indian,1.19,Fog,Plastic,0,Kothrud,49.7,0
3.3,Biryani,6.29,Storm,Box,1,Shivaji Nagar,67.5,0
3.4,Biryani,4.47,Storm,Paper,3,Pimpri,44.1,0
4.7,Biryani,15.6,Storm,Plastic,4,Baner,83.4,1
2.4,South Indian,3.54,Storm,Foil,0,Kothrud,46.3,1
1.2,Biryani,13.2,Rain,Box,1,Wakad,49.8,1
2.3,Indian,19.53,Storm,Foil,3,Kothrud,35.7,0
3.1,Biryani,10.31,Rain,Box,0,Kothrud,22.6,0
4.9,Burger,14.09,Fog,Plastic,2,Swargate,77.7,0
4.2,Burger,13.56,Fog,Paper,0,Kothrud,58.7,0
2.4,Pizza,1.05,Clear,Plastic,0,Hinjewadi,82.4,1
1.1,Indian,13.7,Storm,Plastic,3,Hadapsar,12.4,0
4.9,Biryani,13.87,Rain,Box,3,Viman Nagar,88.7,1
3.2,South Indian,5.74,Rain,Box,1,Baner,18.5,1
2.3,Indian,7.87,Clear,Box,1,Wakad,67.7,1
3.0,Burger,10.14,Fog,Foil,1,Koregaon Park,59.7,0
2.1,South Indian,9.66,Fog,Foil,3,Hinjewadi,15.1,1
1.3,Pizza,19.63,Storm,Foil,0,Shivaji Nagar,85.8,1
4.8,Indian,7.71,Fog,Box,2,Kothrud,79.7,1
2.9,Chinese,9.9,Storm,Foil,3,Wakad,86.2,1
1.5,Burger,19.79,Rain,Box,0,Koregaon Park,35.3,1
4.4,South Indian,3.73,Storm,Plastic,1,Wakad,29.1,0
2.8,South Indian,13.41,Clear,Box,3,Hadapsar,78.0,1
1.0,Pizza,14.65,Rain,Box,5,Kothrud,48.4,0
4.1,Chinese,8.96,Rain,Paper,4,Baner,41.1,1
2.6,Pizza,6.23,Fog,Plastic,4,Hadapsar,86.2,1
1.2,Burger,16.23,Rain,Box,1,Kothrud,73.5,0
1.4,Pizza,6.47,Fog,Foil,4,Kothrud,56.1,1
1.8,Pizza,18.74,Storm,Plastic,0,Shivaji Nagar,41.4,1
4.9,Indian,2.02,Storm,Paper,0,Hinjewadi,64.8,0
3.6,Biryani,1.62,Rain,Plastic,1,Shivaji Nagar,56.8,0
2.9,Indian,6.6,Fog,Box,5,Hadapsar,66.8,0
4.6,Chinese,18.88,Fog,Plastic,4,Kothrud,20.2,0
2.7,Indian,15.19,Fog,Paper,0,Baner,49.1,0
2.1,Biryani,14.11,Rain,Box,2,Baner,22.1,1
1.1,Biryani,2.39,Clear,Plastic,0,Koregaon Park,40.2,1
2.0,South Indian,3.34,Storm,Plastic,5,Wakad,41.8,1
4.1,Biryani,7.97,Fog,Box,3,Koregaon Park,59.9,0
2.1,Burger,2.0,Clear,Foil,3,Wakad,41.5,0
3.7,Indian,7.33,Fog,Box,4,Baner,16.6,1
3.1,Biryani,2.01,Clear,Box,3,Koregaon Park,82.3,1
4.0,Chinese,16.72,Clear,Box,3,Kothrud,10.1,0
1.8,South Indian,9.65,Storm,Plastic,1,Baner,37.9,0
2.1,Biryani,4.23,Clear,Foil,1,Baner,17.8,0
3.9,Chinese,7.79,Fog,Plastic,0,Hinjewadi,76.4,0
1.9,Pizza,7.82,Clear,Paper,3,Kothrud,84.2,1
1.3,Biryani,4.4,Clear,Foil,1,Hinjewadi,12.5,1
2.1,Indian,16.75,Fog,Paper,0,Shivaji Nagar,51.9,0
2.6,Burger,16.44,Storm,Paper,3,Shivaji Nagar,48.7,0
3.5,Pizza,6.4,Storm,Foil,3,Wakad,80.0,0
4.4,South Indian,2.72,Storm,Foil,4,Hadapsar,62.1,1
1.1,Chinese,17.45,Storm,Plastic,2,Hadapsar,20.6,1
3.2,Pizza,1.4,Storm,Plastic,2,Hadapsar,52.9,0
3.0,South Indian,16.57,Clear,Paper,2,Viman Nagar,88.0,1
3.8,Chinese,12.36,Rain,Box,0,Baner,88.9,0
4.5,Indian,15.63,Clear,Foil,2,Pimpri,66.4,1
3.3,Indian,8.48,Rain,Foil,4,Baner,53.7,1
1.1,Indian,8.72,Storm,Foil,0,Kothrud,35.9,1
2.3,Pizza,15.02,Fog,Foil,3,Swargate,18.9,1
1.3,Chinese,7.99,Fog,Plastic,5,Pimpri,49.9,1
3.7,Pizza,9.29,Clear,Paper,3,Viman Nagar,13.9,0
3.4,Burger,9.67,Clear,Box,5,Wakad,40.3,0
2.7,Biryani,16.28,Clear,Foil,2,Koregaon Park,79.7,0
1.1,Biryani,14.02,Rain,Box,4,Wakad,24.0,1
2.1,Indian,8.51,Rain,Foil,0,Pimpri,44.5,1
1.6,South Indian,3.75,Clear,Box,1,Swargate,72.7,1
4.9,Chinese,13.37,Clear,Box,3,Swargate,38.4,0
4.4,Burger,18.24,Rain,Plastic,1,Hinjewadi,10.0,0
3.1,Chinese,13.09,Clear,Box,0,Koregaon Park,83.7,0
3.4,Indian,10.02,Clear,Paper,5,Pimpri,48.0,1
4.1,Indian,9.25,Clear,Paper,5,Hinjewadi,86.6,1
1.8,Burger,17.5,Storm,Box,3,Hinjewadi,12.0,0
1.9,Chinese,17.15,Fog,Foil,0,Shivaji Nagar,57.6,0
1.5,Indian,2.69,Rain,Plastic,3,Swargate,48.1,1
2.7,Indian,18.87,Clear,Box,4,Hadapsar,11.7,0
3.2,Biryani,19.6,Clear,Foil,5,Swargate,38.4,0
2.3,Chinese,12.16,Clear,Foil,2,Shivaji Nagar,43.2,0
3.0,Biryani,1.2,Rain,Paper,1,Wakad,39.9,0
1.1,Burger,11.2,Storm,Foil,5,Shivaji Nagar,37.4,1
2.5,Chinese,3.84,Fog,Paper,2,Shivaji Nagar,36.8,0
1.5,Burger,19.97,Storm,Box,3,Shivaji Nagar,79.9,1
3.3,Burger,4.86,Rain,Box,0,Viman Nagar,42.8,0
4.3,Indian,4.56,Rain,Box,5,Baner,73.9,1
4.5,South Indian,18.31,Storm,Foil,5,Viman Nagar,38.8,1
3.9,Burger,19.11,Storm,Box,4,Wakad,52.3,0
3.0,Biryani,3.17,Rain,Box,1,Viman Nagar,38.9,0
2.1,Burger,19.77,Storm,Box,0,Baner,25.1,0
4.7,Indian,2.42,Clear,Box,0,Hadapsar,64.1,1
4.5,South Indian,18.31,Storm,Foil,5,Viman Nagar,38.8,1
3.1,Burger,16.66,Clear,Box,4,Hinjewadi,26.0,1
4.9,Pizza,12.55,Fog,Foil,4,Koregaon Park,31.5,1
3.9,Chinese,19.92,Clear,Foil,2,Viman Nagar,20.0,0
4.3,Chinese,17.82,Rain,Foil,5,Koregaon Park,88.9,0
2.6,Biryani,1.73,Rain,Box,2,Wakad,75.1,1
2.1,Biryani,15.23,Fog,Plastic,2,Baner,87.9,1
3.0,Burger,12.39,Clear,Paper,3,Koregaon Park,30.3,0
1.3,South Indian,16.44,Clear,Plastic,4,Swargate,40.6,1
2.2,Chinese,14.87,Clear,Plastic,5,Viman Nagar,44.3,0
3.2,Biryani,6.04,Fog,Plastic,4,Baner,20.1,1
1.9,Biryani,16.99,Fog,Paper,1,Viman Nagar,28.8,0
3.4,Chinese,12.65,Storm,Box,3,Hinjewadi,74.4,0
1.7,Indian,4.76,Clear,Box,0,Koregaon Park,71.1,1
2.0,Biryani,18.4,Storm,Paper,4,Kothrud,31.9,1
3.9,Indian,11.77,Storm,Box,0,Kothrud,76.0,0
1.6,Burger,17.85,Storm,Foil,1,Baner,67.5,1
4.0,Chinese,18.08,Rain,Plastic,0,Shivaji Nagar,39.5,0
3.9,Indian,1.48,Fog,Plastic,0,Pimpri,70.3,0
2.3,South Indian,18.44,Rain,Foil,0,Swargate,63.8,1
2.0,Biryani,8.44,Storm,Box,5,Wakad,13.8,0
2.1,South Indian,0.83,Clear,Foil,0,Hadapsar,60.0,0
2.8,Indian,18.61,Fog,Paper,2,Pimpri,24.0,0
4.6,South Indian,14.71,Rain,Foil,3,Wakad,32.0,0
